reading_id,household_id,timestamp,energy_kwh,voltage,current_amps,appliance_category,is_solar_powered,grid_status
6525,HH_010,2024-01-02 20:00:00,0.4668,11.38,41.04,Lighting,0,Off-grid
6526,HH_010,2024-01-02 21:00:00,0.3202,11.41,28.06,Lighting,0,Off-grid
6527,HH_010,2024-01-02 22:00:00,0.2481,12.15,20.41,Cooling,0,Off-grid
6528,HH_010,2024-01-02 23:00:00,0.1067,12.23,8.73,Lighting,0,Off-grid
6529,HH_010,2024-01-03 00:00:00,0.0551,12.19,4.52,Cooling,0,Off-grid
6530,HH_010,2024-01-03 01:00:00,0.0448,12.41,3.61,Other,0,Off-grid
6531,HH_010,2024-01-03 02:00:00,0.0054,11.12,0.49,Cooling,0,Off-grid
6532,HH_010,2024-01-03 03:00:00,0.0254,12.05,2.11,Cooking,0,Off-grid
6533,HH_010,2024-01-03 04:00:00,0.0,11.56,0.0,Cooking,0,Off-grid
6534,HH_010,2024-01-03 05:00:00,0.0766,12.29,6.23,Cooling,0,Off-grid
6535,HH_010,2024-01-03 06:00:00,0.2341,11.23,20.84,Cooling,0,Off-grid
6536,HH_010,2024-01-03 07:00:00,0.3753,12.04,31.17,Charging,0,Off-grid
6537,HH_010,2024-01-03 08:00:00,0.2835,12.46,22.75,Other,0,Off-grid
6538,HH_010,2024-01-03 09:00:00,0.1734,11.97,14.49,Cooking,0,Off-grid
6539,HH_010,2024-01-03 10:00:00,0.1957,11.36,17.23,Cooling,0,Off-grid
6540,HH_010,2024-01-03 11:00:00,0.1092,12.83,8.52,Cooling,0,Off-grid
6541,HH_010,2024-01-03 12:00:00,0.167,12.67,13.18,Cooking,0,Off-grid
6542,HH_010,2024-01-03 13:00:00,0.1754,12.14,14.44,Other,0,Off-grid
6543,HH_010,2024-01-03 14:00:00,0.2342,12.09,19.38,Charging,0,Off-grid
6544,HH_010,2024-01-03 15:00:00,0.2057,12.42,16.56,Entertainment,0,Off-grid
6545,HH_010,2024-01-03 16:00:00,0.2683,12.21,21.97,Entertainment,0,Off-grid
6546,HH_010,2024-01-03 17:00:00,0.3435,12.42,27.65,Cooling,0,Off-grid
6547,HH_010,2024-01-03 18:00:00,0.433,12.01,36.04,Lighting,0,Off-grid
6548,HH_010,2024-01-03 19:00:00,0.5136,11.59,44.32,Cooling,0,Off-grid
6549,HH_010,2024-01-03 20:00:00,0.419,11.91,35.17,Entertainment,0,Off-grid
6550,HH_010,2024-01-03 21:00:00,0.3696,12.88,28.69,Cooling,0,Off-grid
6551,HH_010,2024-01-03 22:00:00,0.2206,12.03,18.34,Cooling,0,Off-grid
6552,HH_010,2024-01-03 23:00:00,0.1164,12.18,9.56,Other,0,Off-grid
6553,HH_010,2024-01-04 00:00:00,0.0506,12.29,4.12,Entertainment,0,Off-grid
6554,HH_010,2024-01-04 01:00:00,0.0169,11.99,1.41,Cooling,0,Off-grid
6555,HH_010,2024-01-04 02:00:00,0.0391,12.5,3.13,Cooling,0,Off-grid
6556,HH_010,2024-01-04 03:00:00,0.0482,11.98,4.02,Cooling,0,Off-grid
6557,HH_010,2024-01-04 04:00:00,0.0054,12.96,0.41,Cooling,0,Off-grid
6558,HH_010,2024-01-04 05:00:00,0.0389,11.4,3.41,Cooling,0,Off-grid
6559,HH_010,2024-01-04 06:00:00,0.2217,11.31,19.6,Other,0,Off-grid
6560,HH_010,2024-01-04 07:00:00,0.3688,11.97,30.8,Charging,0,Off-grid
6561,HH_010,2024-01-04 08:00:00,0.2922,11.93,24.5,Entertainment,0,Off-grid
6562,HH_010,2024-01-04 09:00:00,0.2234,11.07,20.17,Cooking,0,Off-grid
6563,HH_010,2024-01-04 10:00:00,0.2055,11.76,17.47,Other,0,Off-grid
6564,HH_010,2024-01-04 11:00:00,0.1099,11.17,9.83,Other,0,Off-grid
6565,HH_010,2024-01-04 12:00:00,0.1865,11.81,15.79,Cooling,0,Off-grid
6566,HH_010,2024-01-04 13:00:00,0.1381,12.2,11.32,Cooling,0,Off-grid
6567,HH_010,2024-01-04 14:00:00,0.1635,12.62,12.96,Other,0,Off-grid
6568,HH_010,2024-01-04 15:00:00,0.1682,11.68,14.4,Other,0,Off-grid
6569,HH_010,2024-01-04 16:00:00,0.2454,11.68,21.02,Cooling,0,Off-grid
6570,HH_010,2024-01-04 17:00:00,0.3342,11.46,29.16,Other,0,Off-grid
6571,HH_010,2024-01-04 18:00:00,0.4594,12.08,38.05,Lighting,0,Off-grid
6572,HH_010,2024-01-04 19:00:00,0.5532,11.87,46.6,Other,0,Off-grid
6573,HH_010,2024-01-04 20:00:00,0.4656,11.59,40.16,Cooking,0,Off-grid
6574,HH_010,2024-01-04 21:00:00,0.349,11.2,31.17,Cooking,0,Off-grid
6575,HH_010,2024-01-04 22:00:00,0.2467,11.77,20.95,Cooling,0,Off-grid
6576,HH_010,2024-01-04 23:00:00,0.1493,11.94,12.5,Other,0,Off-grid
6577,HH_010,2024-01-05 00:00:00,0.0038,12.05,0.32,Cooling,0,Off-grid
6578,HH_010,2024-01-05 01:00:00,0.1033,12.16,8.5,Entertainment,0,Off-grid
6579,HH_010,2024-01-05 02:00:00,0.0507,12.54,4.04,Other,0,Off-grid
6580,HH_010,2024-01-05 03:00:00,0.0032,11.89,0.27,Cooling,0,Off-grid
6581,HH_010,2024-01-05 04:00:00,0.0045,12.28,0.37,Cooking,0,Off-grid
6582,HH_010,2024-01-05 05:00:00,0.0348,11.87,2.93,Charging,0,Off-grid
6583,HH_010,2024-01-05 06:00:00,0.2595,12.28,21.14,Cooling,0,Off-grid
6584,HH_010,2024-01-05 07:00:00,0.3623,12.55,28.87,Charging,0,Off-grid
6585,HH_010,2024-01-05 08:00:00,0.3193,11.68,27.34,Cooking,0,Off-grid
6586,HH_010,2024-01-05 09:00:00,0.1991,11.53,17.27,Charging,0,Off-grid
6587,HH_010,2024-01-05 10:00:00,0.2013,12.15,16.57,Entertainment,0,Off-grid
6588,HH_010,2024-01-05 11:00:00,0.1834,12.2,15.03,Cooling,0,Off-grid
6589,HH_010,2024-01-05 12:00:00,0.1701,12.11,14.05,Entertainment,0,Off-grid
6590,HH_010,2024-01-05 13:00:00,0.1299,11.64,11.15,Cooling,0,Off-grid
6591,HH_010,2024-01-05 14:00:00,0.1521,11.67,13.04,Other,0,Off-grid
6592,HH_010,2024-01-05 15:00:00,0.2443,12.27,19.91,Charging,0,Off-grid
6593,HH_010,2024-01-05 16:00:00,0.2328,12.16,19.14,Entertainment,0,Off-grid
6594,HH_010,2024-01-05 17:00:00,0.3695,12.62,29.28,Charging,0,Off-grid
6595,HH_010,2024-01-05 18:00:00,0.44,12.08,36.43,Entertainment,0,Off-grid
6596,HH_010,2024-01-05 19:00:00,0.5603,11.66,48.05,Lighting,0,Off-grid
6597,HH_010,2024-01-05 20:00:00,0.52,12.31,42.23,Cooking,0,Off-grid
6598,HH_010,2024-01-05 21:00:00,0.3319,12.85,25.83,Cooling,0,Off-grid
6599,HH_010,2024-01-05 22:00:00,0.2731,12.25,22.3,Other,0,Off-grid
6600,HH_010,2024-01-05 23:00:00,0.0668,11.74,5.69,Cooling,0,Off-grid
6601,HH_010,2024-01-06 00:00:00,0.0626,12.08,5.18,Cooking,0,Off-grid
6602,HH_010,2024-01-06 01:00:00,0.0452,11.4,3.97,Charging,0,Off-grid
6603,HH_010,2024-01-06 02:00:00,0.0213,11.9,1.79,Other,0,Off-grid
6604,HH_010,2024-01-06 03:00:00,0.0,12.24,0.0,Cooking,0,Off-grid
6605,HH_010,2024-01-06 04:00:00,0.0737,11.93,6.18,Cooling,0,Off-grid
6606,HH_010,2024-01-06 05:00:00,0.0752,11.54,6.51,Lighting,0,Off-grid
6607,HH_010,2024-01-06 06:00:00,0.2482,12.14,20.43,Cooling,0,Off-grid
6608,HH_010,2024-01-06 07:00:00,0.3894,12.59,30.93,Cooking,0,Off-grid
6609,HH_010,2024-01-06 08:00:00,0.3148,11.67,26.96,Cooling,0,Off-grid
6610,HH_010,2024-01-06 09:00:00,0.2195,12.59,17.44,Cooking,0,Off-grid
6611,HH_010,2024-01-06 10:00:00,0.1346,11.44,11.77,Charging,0,Off-grid
6612,HH_010,2024-01-06 11:00:00,0.1341,12.21,10.98,Cooling,0,Off-grid
6613,HH_010,2024-01-06 12:00:00,0.1926,12.76,15.1,Cooling,0,Off-grid
6614,HH_010,2024-01-06 13:00:00,0.0853,12.12,7.04,Other,0,Off-grid
6615,HH_010,2024-01-06 14:00:00,0.1779,11.6,15.34,Cooling,0,Off-grid
6616,HH_010,2024-01-06 15:00:00,0.1435,11.96,12.0,Cooling,0,Off-grid
6617,HH_010,2024-01-06 16:00:00,0.2061,12.19,16.91,Cooling,0,Off-grid
6618,HH_010,2024-01-06 17:00:00,0.3603,11.12,32.4,Lighting,0,Off-grid
6619,HH_010,2024-01-06 18:00:00,0.4429,11.31,39.17,Lighting,0,Off-grid
6620,HH_010,2024-01-06 19:00:00,0.5458,12.29,44.4,Cooking,0,Off-grid
6621,HH_010,2024-01-06 20:00:00,0.4676,12.56,37.23,Charging,0,Off-grid
6622,HH_010,2024-01-06 21:00:00,0.3664,11.99,30.55,Entertainment,0,Off-grid
6623,HH_010,2024-01-06 22:00:00,0.24,11.88,20.2,Charging,0,Off-grid
6624,HH_010,2024-01-06 23:00:00,0.1118,11.42,9.79,Cooking,0,Off-grid
6625,HH_010,2024-01-07 00:00:00,0.1005,11.87,8.46,Cooling,0,Off-grid
6626,HH_010,2024-01-07 01:00:00,0.0904,12.28,7.36,Charging,0,Off-grid
6627,HH_010,2024-01-07 02:00:00,0.0251,12.04,2.08,Charging,0,Off-grid
6628,HH_010,2024-01-07 03:00:00,0.0476,12.44,3.83,Other,0,Off-grid
6629,HH_010,2024-01-07 04:00:00,0.029,12.39,2.34,Entertainment,0,Off-grid
6630,HH_010,2024-01-07 05:00:00,0.0765,12.3,6.22,Cooling,0,Off-grid
6631,HH_010,2024-01-07 06:00:00,0.2634,11.71,22.49,Cooling,0,Off-grid
6632,HH_010,2024-01-07 07:00:00,0.3966,12.15,32.64,Lighting,0,Off-grid
6633,HH_010,2024-01-07 08:00:00,0.326,11.98,27.21,Cooking,0,Off-grid
6634,HH_010,2024-01-07 09:00:00,0.2454,11.71,20.96,Entertainment,0,Off-grid
6635,HH_010,2024-01-07 10:00:00,0.1498,11.9,12.59,Cooling,0,Off-grid
6636,HH_010,2024-01-07 11:00:00,0.169,11.72,14.41,Entertainment,0,Off-grid
6637,HH_010,2024-01-07 12:00:00,0.1052,12.52,8.41,Cooking,0,Off-grid
6638,HH_010,2024-01-07 13:00:00,0.1164,12.14,9.59,Cooking,0,Off-grid
6639,HH_010,2024-01-07 14:00:00,0.2295,13.52,16.98,Cooling,0,Off-grid
6640,HH_010,2024-01-07 15:00:00,0.2053,12.52,16.39,Entertainment,0,Off-grid
6641,HH_010,2024-01-07 16:00:00,0.2485,11.56,21.51,Other,0,Off-grid
6642,HH_010,2024-01-07 17:00:00,0.353,11.76,30.01,Lighting,0,Off-grid
6643,HH_010,2024-01-07 18:00:00,0.4802,12.8,37.51,Lighting,0,Off-grid
6644,HH_010,2024-01-07 19:00:00,0.5288,11.27,46.94,Lighting,0,Off-grid
6645,HH_010,2024-01-07 20:00:00,0.4844,11.58,41.82,Lighting,0,Off-grid
6646,HH_010,2024-01-07 21:00:00,0.3292,11.68,28.19,Lighting,0,Off-grid
6647,HH_010,2024-01-07 22:00:00,0.2186,12.19,17.94,Lighting,0,Off-grid
6648,HH_010,2024-01-07 23:00:00,0.1378,12.13,11.36,Cooking,0,Off-grid
6649,HH_010,2024-01-08 00:00:00,0.0349,11.59,3.01,Cooling,0,Off-grid
6650,HH_010,2024-01-08 01:00:00,0.0426,11.84,3.6,Entertainment,0,Off-grid
6651,HH_010,2024-01-08 02:00:00,0.0304,12.17,2.5,Cooling,0,Off-grid
6652,HH_010,2024-01-08 03:00:00,0.0272,12.26,2.22,Other,0,Off-grid
6653,HH_010,2024-01-08 04:00:00,0.0355,12.28,2.89,Charging,0,Off-grid
6654,HH_010,2024-01-08 05:00:00,0.0276,11.21,2.46,Cooling,0,Off-grid
6655,HH_010,2024-01-08 06:00:00,0.214,12.47,17.17,Cooking,0,Off-grid
6656,HH_010,2024-01-08 07:00:00,0.3657,11.72,31.21,Other,0,Off-grid
6657,HH_010,2024-01-08 08:00:00,0.2791,12.31,22.67,Other,0,Off-grid
6658,HH_010,2024-01-08 09:00:00,0.2464,11.39,21.62,Cooking,0,Off-grid
6659,HH_010,2024-01-08 10:00:00,0.1433,12.26,11.69,Charging,0,Off-grid
6660,HH_010,2024-01-08 11:00:00,0.132,11.29,11.69,Charging,0,Off-grid
6661,HH_010,2024-01-08 12:00:00,0.1068,12.19,8.76,Charging,0,Off-grid
6662,HH_010,2024-01-08 13:00:00,0.1333,12.35,10.8,Lighting,0,Off-grid
6663,HH_010,2024-01-08 14:00:00,0.1813,11.8,15.37,Lighting,0,Off-grid
6664,HH_010,2024-01-08 15:00:00,0.2095,12.88,16.27,Entertainment,0,Off-grid
6665,HH_010,2024-01-08 16:00:00,0.2124,12.55,16.93,Entertainment,0,Off-grid
6666,HH_010,2024-01-08 17:00:00,0.3762,11.74,32.03,Cooling,0,Off-grid
6667,HH_010,2024-01-08 18:00:00,0.4662,12.08,38.6,Lighting,0,Off-grid
6668,HH_010,2024-01-08 19:00:00,0.5367,11.83,45.35,Cooling,0,Off-grid
6669,HH_010,2024-01-08 20:00:00,0.5062,12.01,42.16,Other,0,Off-grid
6670,HH_010,2024-01-08 21:00:00,0.3344,11.98,27.92,Lighting,0,Off-grid
6671,HH_010,2024-01-08 22:00:00,0.1982,11.7,16.94,Cooling,0,Off-grid
6672,HH_010,2024-01-08 23:00:00,0.1352,11.52,11.74,Cooling,0,Off-grid
6673,HH_010,2024-01-09 00:00:00,0.1253,11.01,11.38,Charging,0,Off-grid
6674,HH_010,2024-01-09 01:00:00,0.0345,12.3,2.8,Charging,0,Off-grid
6675,HH_010,2024-01-09 02:00:00,0.0,12.31,0.0,Other,0,Off-grid
6676,HH_010,2024-01-09 03:00:00,0.0466,11.86,3.93,Other,0,Off-grid
6677,HH_010,2024-01-09 04:00:00,0.0052,12.0,0.43,Other,0,Off-grid
6678,HH_010,2024-01-09 05:00:00,0.0753,11.62,6.48,Charging,0,Off-grid
6679,HH_010,2024-01-09 06:00:00,0.2364,11.34,20.85,Cooling,0,Off-grid
6680,HH_010,2024-01-09 07:00:00,0.3829,12.78,29.96,Other,0,Off-grid
6681,HH_010,2024-01-09 08:00:00,0.2866,11.67,24.56,Cooking,0,Off-grid
6682,HH_010,2024-01-09 09:00:00,0.2691,12.48,21.57,Cooking,0,Off-grid
6683,HH_010,2024-01-09 10:00:00,0.1995,11.44,17.44,Entertainment,0,Off-grid
6684,HH_010,2024-01-09 11:00:00,0.0771,11.92,6.47,Other,0,Off-grid
6685,HH_010,2024-01-09 12:00:00,0.236,12.19,19.36,Entertainment,0,Off-grid
6686,HH_010,2024-01-09 13:00:00,0.1368,12.46,10.97,Other,0,Off-grid
6687,HH_010,2024-01-09 14:00:00,0.1613,11.22,14.38,Lighting,0,Off-grid
6688,HH_010,2024-01-09 15:00:00,0.1967,12.15,16.19,Cooling,0,Off-grid
6689,HH_010,2024-01-09 16:00:00,0.2107,12.1,17.42,Cooling,0,Off-grid
6690,HH_010,2024-01-09 17:00:00,0.355,12.77,27.81,Cooling,0,Off-grid
6691,HH_010,2024-01-09 18:00:00,0.4739,13.15,36.04,Lighting,0,Off-grid
6692,HH_010,2024-01-09 19:00:00,0.505,12.57,40.17,Lighting,0,Off-grid
6693,HH_010,2024-01-09 20:00:00,0.4245,12.44,34.12,Entertainment,0,Off-grid
6694,HH_010,2024-01-09 21:00:00,0.3118,12.3,25.35,Lighting,0,Off-grid
6695,HH_010,2024-01-09 22:00:00,0.2462,12.16,20.25,Other,0,Off-grid
6696,HH_010,2024-01-09 23:00:00,0.0611,12.27,4.98,Cooling,0,Off-grid
6697,HH_010,2024-01-10 00:00:00,0.0129,12.77,1.01,Charging,0,Off-grid
6698,HH_010,2024-01-10 01:00:00,0.0247,10.74,2.3,Other,0,Off-grid
6699,HH_010,2024-01-10 02:00:00,0.0188,12.56,1.49,Other,0,Off-grid
6700,HH_010,2024-01-10 03:00:00,0.0311,12.03,2.58,Charging,0,Off-grid
6701,HH_010,2024-01-10 04:00:00,0.0428,11.54,3.71,Charging,0,Off-grid
6702,HH_010,2024-01-10 05:00:00,0.0394,12.04,3.27,Cooling,0,Off-grid
6703,HH_010,2024-01-10 06:00:00,0.2887,12.35,23.38,Charging,0,Off-grid
6704,HH_010,2024-01-10 07:00:00,0.3829,12.61,30.36,Cooking,0,Off-grid
6705,HH_010,2024-01-10 08:00:00,0.328,12.32,26.62,Cooking,0,Off-grid
6706,HH_010,2024-01-10 09:00:00,0.2347,10.95,21.43,Charging,0,Off-grid
6707,HH_010,2024-01-10 10:00:00,0.1503,11.56,13.0,Cooling,0,Off-grid
6708,HH_010,2024-01-10 11:00:00,0.1811,12.25,14.78,Charging,0,Off-grid
6709,HH_010,2024-01-10 12:00:00,0.0751,12.01,6.26,Cooling,0,Off-grid
6710,HH_010,2024-01-10 13:00:00,0.0872,11.91,7.32,Entertainment,0,Off-grid
6711,HH_010,2024-01-10 14:00:00,0.2089,12.25,17.04,Charging,0,Off-grid
6712,HH_010,2024-01-10 15:00:00,0.1992,12.08,16.5,Other,0,Off-grid
6713,HH_010,2024-01-10 16:00:00,0.2198,11.38,19.32,Cooking,0,Off-grid
6714,HH_010,2024-01-10 17:00:00,0.3379,12.43,27.19,Cooking,0,Off-grid
6715,HH_010,2024-01-10 18:00:00,0.485,12.45,38.94,Entertainment,0,Off-grid
6716,HH_010,2024-01-10 19:00:00,0.5635,11.47,49.14,Other,0,Off-grid
6717,HH_010,2024-01-10 20:00:00,0.4717,11.91,39.61,Lighting,0,Off-grid
6718,HH_010,2024-01-10 21:00:00,0.3452,11.51,29.99,Charging,0,Off-grid
6719,HH_010,2024-01-10 22:00:00,0.246,12.08,20.36,Charging,0,Off-grid
6720,HH_010,2024-01-10 23:00:00,0.1108,12.71,8.72,Other,0,Off-grid
6721,HH_010,2024-01-11 00:00:00,0.0466,11.94,3.9,Cooling,0,Off-grid
6722,HH_010,2024-01-11 01:00:00,0.0038,12.33,0.31,Cooking,0,Off-grid
6723,HH_010,2024-01-11 02:00:00,0.0638,11.26,5.67,Cooling,0,Off-grid
6724,HH_010,2024-01-11 03:00:00,0.0429,11.82,3.63,Cooling,0,Off-grid
6725,HH_010,2024-01-11 04:00:00,0.0516,12.11,4.26,Other,0,Off-grid
6726,HH_010,2024-01-11 05:00:00,0.0669,12.08,5.54,Other,0,Off-grid
6727,HH_010,2024-01-11 06:00:00,0.291,11.38,25.57,Cooling,0,Off-grid
6728,HH_010,2024-01-11 07:00:00,0.2976,12.34,24.12,Entertainment,0,Off-grid
6729,HH_010,2024-01-11 08:00:00,0.2683,12.37,21.68,Entertainment,0,Off-grid
6730,HH_010,2024-01-11 09:00:00,0.2588,11.62,22.27,Lighting,0,Off-grid
6731,HH_010,2024-01-11 10:00:00,0.2576,12.67,20.34,Cooling,0,Off-grid
6732,HH_010,2024-01-11 11:00:00,0.1474,12.09,12.19,Other,0,Off-grid
6733,HH_010,2024-01-11 12:00:00,0.182,11.42,15.94,Cooling,0,Off-grid
6734,HH_010,2024-01-11 13:00:00,0.1631,11.95,13.65,Cooling,0,Off-grid
6735,HH_010,2024-01-11 14:00:00,0.2211,11.15,19.83,Cooling,0,Off-grid
6736,HH_010,2024-01-11 15:00:00,0.2175,11.41,19.06,Cooking,0,Off-grid
6737,HH_010,2024-01-11 16:00:00,0.2536,12.02,21.09,Cooling,0,Off-grid
6738,HH_010,2024-01-11 17:00:00,0.3644,12.4,29.38,Cooling,0,Off-grid
6739,HH_010,2024-01-11 18:00:00,0.4665,11.67,39.97,Cooking,0,Off-grid
6740,HH_010,2024-01-11 19:00:00,0.4818,11.2,43.03,Entertainment,0,Off-grid
6741,HH_010,2024-01-11 20:00:00,0.4615,12.08,38.19,Lighting,0,Off-grid
6742,HH_010,2024-01-11 21:00:00,0.3585,12.1,29.63,Lighting,0,Off-grid
6743,HH_010,2024-01-11 22:00:00,0.2732,11.72,23.31,Other,0,Off-grid
6744,HH_010,2024-01-11 23:00:00,0.142,12.06,11.77,Cooling,0,Off-grid
6745,HH_010,2024-01-12 00:00:00,0.0964,12.12,7.96,Other,0,Off-grid
6746,HH_010,2024-01-12 01:00:00,0.0921,12.32,7.48,Charging,0,Off-grid
6747,HH_010,2024-01-12 02:00:00,0.0593,11.7,5.07,Cooling,0,Off-grid
6748,HH_010,2024-01-12 03:00:00,0.0657,12.8,5.13,Lighting,0,Off-grid
6749,HH_010,2024-01-12 04:00:00,0.0456,11.87,3.84,Other,0,Off-grid
6750,HH_010,2024-01-12 05:00:00,0.0903,12.36,7.31,Other,0,Off-grid
6751,HH_010,2024-01-12 06:00:00,0.2978,12.24,24.32,Entertainment,0,Off-grid
6752,HH_010,2024-01-12 07:00:00,0.3571,12.06,29.62,Lighting,0,Off-grid
6753,HH_010,2024-01-12 08:00:00,0.2764,11.85,23.31,Lighting,0,Off-grid
6754,HH_010,2024-01-12 09:00:00,0.1871,11.93,15.68,Lighting,0,Off-grid
6755,HH_010,2024-01-12 10:00:00,0.2111,13.03,16.2,Entertainment,0,Off-grid
6756,HH_010,2024-01-12 11:00:00,0.1396,12.3,11.35,Entertainment,0,Off-grid
6757,HH_010,2024-01-12 12:00:00,0.1471,11.82,12.45,Charging,0,Off-grid
6758,HH_010,2024-01-12 13:00:00,0.1195,12.74,9.38,Cooking,0,Off-grid
6759,HH_010,2024-01-12 14:00:00,0.1351,10.25,13.18,Charging,0,Off-grid
6760,HH_010,2024-01-12 15:00:00,0.2224,11.35,19.6,Cooling,0,Off-grid
6761,HH_010,2024-01-12 16:00:00,0.2239,12.71,17.62,Other,0,Off-grid
6762,HH_010,2024-01-12 17:00:00,0.3286,12.16,27.03,Lighting,0,Off-grid
6763,HH_010,2024-01-12 18:00:00,0.4858,12.19,39.85,Entertainment,0,Off-grid
6764,HH_010,2024-01-12 19:00:00,0.5529,12.18,45.38,Entertainment,0,Off-grid
6765,HH_010,2024-01-12 20:00:00,0.4409,12.48,35.34,Other,0,Off-grid
6766,HH_010,2024-01-12 21:00:00,0.3949,12.13,32.56,Cooking,0,Off-grid
6767,HH_010,2024-01-12 22:00:00,0.2426,11.33,21.42,Cooling,0,Off-grid
6768,HH_010,2024-01-12 23:00:00,0.0971,12.17,7.98,Cooling,0,Off-grid
6769,HH_010,2024-01-13 00:00:00,0.0089,11.57,0.76,Cooling,0,Off-grid
6770,HH_010,2024-01-13 01:00:00,0.0351,11.43,3.07,Cooling,0,Off-grid
6771,HH_010,2024-01-13 02:00:00,0.0052,12.21,0.43,Cooling,0,Off-grid
6772,HH_010,2024-01-13 03:00:00,0.0266,12.34,2.16,Entertainment,0,Off-grid
6773,HH_010,2024-01-13 04:00:00,0.0187,11.94,1.57,Cooling,0,Off-grid
6774,HH_010,2024-01-13 05:00:00,0.0669,11.61,5.76,Entertainment,0,Off-grid
6775,HH_010,2024-01-13 06:00:00,0.2546,11.5,22.14,Cooking,0,Off-grid
6776,HH_010,2024-01-13 07:00:00,0.3397,11.74,28.93,Cooking,0,Off-grid
6777,HH_010,2024-01-13 08:00:00,0.2815,12.03,23.41,Cooking,0,Off-grid
6778,HH_010,2024-01-13 09:00:00,0.2216,11.9,18.62,Entertainment,0,Off-grid
6779,HH_010,2024-01-13 10:00:00,0.2127,12.59,16.89,Other,0,Off-grid
6780,HH_010,2024-01-13 11:00:00,0.0603,12.21,4.94,Lighting,0,Off-grid
6781,HH_010,2024-01-13 12:00:00,0.0931,12.25,7.6,Cooling,0,Off-grid
6782,HH_010,2024-01-13 13:00:00,0.1771,11.77,15.06,Other,0,Off-grid
6783,HH_010,2024-01-13 14:00:00,0.2165,11.63,18.62,Entertainment,0,Off-grid
6784,HH_010,2024-01-13 15:00:00,0.2409,12.44,19.37,Other,0,Off-grid
6785,HH_010,2024-01-13 16:00:00,0.1979,11.8,16.77,Other,0,Off-grid
6786,HH_010,2024-01-13 17:00:00,0.3134,11.44,27.4,Other,0,Off-grid
6787,HH_010,2024-01-13 18:00:00,0.4876,12.24,39.82,Cooking,0,Off-grid
6788,HH_010,2024-01-13 19:00:00,0.5212,11.07,47.07,Cooking,0,Off-grid
6789,HH_010,2024-01-13 20:00:00,0.4321,11.91,36.29,Entertainment,0,Off-grid
6790,HH_010,2024-01-13 21:00:00,0.3994,12.37,32.27,Lighting,0,Off-grid
6791,HH_010,2024-01-13 22:00:00,0.2355,11.93,19.75,Cooking,0,Off-grid
6792,HH_010,2024-01-13 23:00:00,0.1273,12.55,10.14,Lighting,0,Off-grid
6793,HH_010,2024-01-14 00:00:00,0.0315,12.11,2.6,Other,0,Off-grid
6794,HH_010,2024-01-14 01:00:00,0.0099,12.07,0.82,Cooling,0,Off-grid
6795,HH_010,2024-01-14 02:00:00,0.0252,11.24,2.24,Cooling,0,Off-grid
6796,HH_010,2024-01-14 03:00:00,0.0373,11.74,3.18,Cooling,0,Off-grid
6797,HH_010,2024-01-14 04:00:00,0.0182,11.57,1.57,Charging,0,Off-grid
6798,HH_010,2024-01-14 05:00:00,0.0637,12.03,5.29,Entertainment,0,Off-grid
6799,HH_010,2024-01-14 06:00:00,0.2609,12.18,21.42,Cooling,0,Off-grid
6800,HH_010,2024-01-14 07:00:00,0.3346,12.38,27.04,Cooling,0,Off-grid
6801,HH_010,2024-01-14 08:00:00,0.3301,11.64,28.36,Other,0,Off-grid
6802,HH_010,2024-01-14 09:00:00,0.2302,11.73,19.62,Charging,0,Off-grid
6803,HH_010,2024-01-14 10:00:00,0.1804,11.6,15.55,Lighting,0,Off-grid
6804,HH_010,2024-01-14 11:00:00,0.1703,11.5,14.81,Other,0,Off-grid
6805,HH_010,2024-01-14 12:00:00,0.1376,12.16,11.32,Other,0,Off-grid
6806,HH_010,2024-01-14 13:00:00,0.1504,12.03,12.5,Other,0,Off-grid
6807,HH_010,2024-01-14 14:00:00,0.1469,11.92,12.32,Other,0,Off-grid
6808,HH_010,2024-01-14 15:00:00,0.2386,12.31,19.38,Lighting,0,Off-grid
6809,HH_010,2024-01-14 16:00:00,0.2307,12.0,19.23,Cooling,0,Off-grid
6810,HH_010,2024-01-14 17:00:00,0.3653,12.62,28.96,Entertainment,0,Off-grid
6811,HH_010,2024-01-14 18:00:00,0.436,12.3,35.44,Cooking,0,Off-grid
6812,HH_010,2024-01-14 19:00:00,0.5403,12.48,43.31,Entertainment,0,Off-grid
6813,HH_010,2024-01-14 20:00:00,0.5118,12.04,42.52,Lighting,0,Off-grid
6814,HH_010,2024-01-14 21:00:00,0.3414,12.46,27.4,Lighting,0,Off-grid
6815,HH_010,2024-01-14 22:00:00,0.2392,11.36,21.06,Lighting,0,Off-grid
6816,HH_010,2024-01-14 23:00:00,0.075,11.99,6.26,Cooling,0,Off-grid
6817,HH_010,2024-01-15 00:00:00,0.0,11.74,0.0,Cooling,0,Off-grid
6818,HH_010,2024-01-15 01:00:00,0.0748,12.6,5.94,Cooking,0,Off-grid
6819,HH_010,2024-01-15 02:00:00,0.0598,12.0,4.99,Cooking,0,Off-grid
6820,HH_010,2024-01-15 03:00:00,0.0044,12.55,0.35,Other,0,Off-grid
6821,HH_010,2024-01-15 04:00:00,0.0343,11.35,3.02,Cooling,0,Off-grid
6822,HH_010,2024-01-15 05:00:00,0.0616,12.47,4.94,Cooling,0,Off-grid
6823,HH_010,2024-01-15 06:00:00,0.18,11.91,15.12,Entertainment,0,Off-grid
