date,household_id,region,has_solar,total_kwh,peak_kwh,off_peak_kwh,estimated_cost_usd,solar_savings_usd
2024-01-05,HH_058,Urban,0,8.495,5.228,3.267,1.79705,0.0
2024-01-05,HH_059,Urban,1,7.8718,5.1494,2.7224,1.69571,0.39359000000000005
2024-01-05,HH_060,Semi-urban,0,8.5908,5.2882,3.3026,1.81744,0.0
2024-01-05,HH_061,Semi-urban,0,8.3427,5.3959,2.9468,1.7909950000000001,0.0
2024-01-05,HH_062,Semi-urban,0,8.7631,5.5749,3.1882,1.871955,0.0
2024-01-06,HH_001,Semi-urban,0,13.6133,8.1717,5.4416,2.859165,0.0
2024-01-06,HH_002,Rural,0,5.2414,3.3618,1.8796,1.12239,0.0
2024-01-06,HH_003,Rural,1,5.0501000000000005,3.336,1.7141,1.0911149999999998,0.25250500000000003
2024-01-06,HH_004,Rural,0,5.1658,3.1264,2.0394,1.08751,0.0
2024-01-06,HH_005,Urban,0,13.6272,8.2713,5.3559,2.87121,0.0
2024-01-06,HH_006,Urban,0,8.396,5.3464,3.0496000000000003,1.79404,0.0
2024-01-06,HH_007,Urban,1,5.6975999999999996,4.3276,1.37,1.2874,0.28487999999999997
2024-01-06,HH_008,Rural,0,5.1808,3.2081999999999997,1.9726000000000001,1.09794,0.0
2024-01-06,HH_009,Rural,0,5.4462,3.2969999999999997,2.1492,1.14663,0.0
2024-01-06,HH_010,Rural,0,5.0588,3.2346,1.8242,1.08228,0.0
2024-01-06,HH_011,Urban,0,8.7386,5.529,3.2096,1.86369,0.0
2024-01-06,HH_012,Rural,1,4.2954,3.0759,1.2195,0.9519,0.21477000000000002
2024-01-06,HH_013,Rural,0,5.5001999999999995,3.3261,2.1741,1.15764,0.0
2024-01-06,HH_014,Semi-urban,0,8.7036,5.4224,3.2812,1.84778,0.0
2024-01-06,HH_015,Urban,1,5.7581,4.8469,0.9112,1.3484049999999999,0.287905
2024-01-06,HH_016,Urban,1,9.7369,7.4606,2.2763,2.206595,0.486845
2024-01-06,HH_017,Semi-urban,0,8.7064,5.2706,3.4358,1.8330199999999999,0.0
2024-01-06,HH_018,Rural,1,3.3512,2.643,0.7081999999999999,0.76698,0.16756000000000001
2024-01-06,HH_019,Semi-urban,0,8.3105,5.3112,2.9993000000000003,1.777695,0.0
2024-01-06,HH_020,Semi-urban,0,9.0806,5.4164,3.6642,1.90373,0.0
2024-01-06,HH_021,Rural,1,4.335,3.1962,1.1388,0.96987,0.21675
2024-01-06,HH_022,Urban,1,6.497,4.6743,1.8227,1.44198,0.32485
2024-01-06,HH_023,Semi-urban,1,5.845,4.5817,1.2633,1.3349199999999999,0.29225
2024-01-06,HH_024,Semi-urban,1,8.0365,5.2675,2.769,1.7322250000000001,0.40182500000000004
2024-01-06,HH_025,Semi-urban,0,8.3889,5.319,3.0699,1.790235,0.0
2024-01-06,HH_026,Rural,0,5.2084,3.1272,2.0812,1.09398,0.0
2024-01-06,HH_027,Urban,1,6.8991,5.05,1.8491,1.5398649999999998,0.344955
2024-01-06,HH_028,Rural,0,5.2695,3.2925,1.977,1.119675,0.0
2024-01-06,HH_029,Rural,1,4.8947,3.3259,1.5688,1.066795,0.24473500000000004
2024-01-06,HH_030,Urban,1,6.0378,4.8518,1.186,1.39085,0.30189
2024-01-06,HH_031,Rural,1,3.841,2.9261,0.9149,0.86876,0.19205000000000003
2024-01-06,HH_032,Urban,0,8.911999999999999,5.4555,3.4565,1.88235,0.0
2024-01-06,HH_033,Urban,0,12.7687,7.7729,4.9958,2.692595,0.0
2024-01-06,HH_034,Rural,0,4.9787,3.1279,1.8508,1.0595949999999998,0.0
2024-01-06,HH_035,Rural,0,5.2700000000000005,3.2016,2.0684,1.11066,0.0
2024-01-06,HH_036,Rural,0,5.4391,3.2516,2.1875,1.141025,0.0
2024-01-06,HH_037,Semi-urban,0,8.2955,5.1515,3.144,1.7594750000000001,0.0
2024-01-06,HH_038,Urban,0,8.562,5.3402,3.2218,1.81832,0.0
2024-01-06,HH_039,Rural,0,5.3101,3.2522,2.0579,1.1217350000000001,0.0
2024-01-06,HH_040,Semi-urban,0,8.9791,5.2781,3.701,1.874675,0.0
2024-01-06,HH_041,Urban,0,8.5652,5.4241,3.1411000000000002,1.82719,0.0
2024-01-06,HH_042,Semi-urban,0,8.811399999999999,5.3537,3.4577,1.8570799999999998,0.0
2024-01-06,HH_043,Urban,1,12.1972,8.1058,4.0914,2.64016,0.6098600000000001
2024-01-06,HH_044,Rural,0,5.2026,3.2396,1.963,1.10435,0.0
2024-01-06,HH_045,Semi-urban,0,8.7517,5.4927,3.259,1.862025,0.0
2024-01-06,HH_046,Rural,0,5.3418,3.2084,2.1334,1.12211,0.0
2024-01-06,HH_047,Semi-urban,1,6.4609,4.859,1.6018999999999999,1.455035,0.323045
2024-01-06,HH_048,Rural,0,5.0493,3.1107,1.9386,1.068465,0.0
2024-01-06,HH_049,Rural,0,4.9276,3.1938,1.7338,1.05852,0.0
2024-01-06,HH_050,Urban,0,14.2307,8.5101,5.7206,2.985615,0.0
2024-01-06,HH_051,Rural,0,5.2409,3.2359999999999998,2.0049,1.109735,0.0
2024-01-06,HH_052,Rural,0,5.4769,3.3034,2.1735,1.151875,0.0
2024-01-06,HH_053,Rural,0,5.0794,3.0889,1.9905,1.0708,0.0
2024-01-06,HH_054,Rural,0,5.1163,3.2224,1.8939,1.089685,0.0
2024-01-06,HH_055,Rural,1,4.1934,2.9333,1.2601,0.9223399999999999,0.20967
2024-01-06,HH_056,Rural,1,4.3284,3.0319,1.2965,0.9524499999999999,0.21642000000000003
2024-01-06,HH_057,Urban,0,8.336500000000001,5.3256000000000006,3.0109,1.7830350000000001,0.0
2024-01-06,HH_058,Urban,0,8.8984,5.4633,3.4351,1.88109,0.0
2024-01-06,HH_059,Urban,1,8.1472,5.1312,3.016,1.7351999999999999,0.40736
2024-01-06,HH_060,Semi-urban,0,8.6372,5.4444,3.1928,1.84002,0.0
2024-01-06,HH_061,Semi-urban,0,8.5867,5.3246,3.2620999999999998,1.820465,0.0
2024-01-06,HH_062,Semi-urban,0,2.5162,1.6799,0.8363,0.54542,0.0
2024-01-07,HH_001,Semi-urban,0,12.4953,7.7963000000000005,4.699,2.653925,0.0
2024-01-07,HH_002,Rural,0,5.1705,3.2077,1.9627999999999999,1.096345,0.0
2024-01-07,HH_003,Rural,1,5.8708,3.5316,2.3392,1.2337799999999999,0.29354
2024-01-07,HH_004,Rural,0,5.4298,3.2574,2.1724,1.14021,0.0
2024-01-07,HH_005,Urban,0,13.351700000000001,8.0314,5.3203,2.8058949999999996,0.0
2024-01-07,HH_006,Urban,0,8.4916,5.3055,3.1861,1.80429,0.0
2024-01-07,HH_007,Urban,1,6.2349,4.7793,1.4556,1.413165,0.311745
2024-01-07,HH_008,Rural,0,5.1201,3.2213,1.8988,1.090145,0.0
2024-01-07,HH_009,Rural,0,5.2389,3.2378,2.0011,1.109615,0.0
2024-01-07,HH_010,Rural,0,5.3562,3.2726,2.0836,1.13069,0.0
2024-01-07,HH_011,Urban,0,9.1535,5.3609,3.7926,1.909115,0.0
2024-01-07,HH_012,Rural,1,4.3803,3.0744,1.3059,0.9644849999999999,0.21901500000000002
2024-01-07,HH_013,Rural,0,5.4155,3.3061,2.1094,1.142935,0.0
2024-01-07,HH_014,Semi-urban,0,8.2827,5.2863,2.9964,1.771035,0.0
2024-01-07,HH_015,Urban,1,6.0186,4.8478,1.1708,1.3875700000000002,0.30093000000000003
2024-01-07,HH_016,Urban,1,9.1464,6.9211,2.2253,2.06407,0.45732
2024-01-07,HH_017,Semi-urban,0,8.6747,5.5476,3.1271,1.8559649999999999,0.0
2024-01-07,HH_018,Rural,1,3.5777,2.7934,0.7843,0.815995,0.17888500000000002
2024-01-07,HH_019,Semi-urban,0,8.5188,5.3517,3.1671,1.81299,0.0
2024-01-07,HH_020,Semi-urban,0,8.7912,5.4965,3.2946999999999997,1.86833,0.0
2024-01-07,HH_021,Rural,1,4.1959,3.0637,1.1321999999999999,0.9357549999999999,0.209795
2024-01-07,HH_022,Urban,1,6.8406,5.0843,1.7563,1.5345199999999999,0.34203000000000006
2024-01-07,HH_023,Semi-urban,1,6.3449,5.0302,1.3147,1.454755,0.317245
2024-01-07,HH_024,Semi-urban,1,8.3076,5.2969,3.0107,1.77583,0.4153800000000001
2024-01-07,HH_025,Semi-urban,0,8.6638,5.3971,3.2667,1.83928,0.0
2024-01-07,HH_026,Rural,0,5.2914,3.209,2.0824,1.1146099999999999,0.0
2024-01-07,HH_027,Urban,1,7.0614,4.9332,2.1282,1.55253,0.35307
2024-01-07,HH_028,Rural,0,5.2174,3.1832,2.0342,1.10093,0.0
2024-01-07,HH_029,Rural,1,4.731,3.0432,1.6878,1.01397,0.23655
2024-01-07,HH_030,Urban,1,5.9317,4.6478,1.2839,1.354535,0.29658500000000004
2024-01-07,HH_031,Rural,1,3.5301,2.7215,0.8086,0.801665,0.17650500000000002
2024-01-07,HH_032,Urban,0,8.623,5.4668,3.1562,1.84013,0.0
2024-01-07,HH_033,Urban,0,13.354,8.324,5.029999999999999,2.8354999999999997,0.0
2024-01-07,HH_034,Rural,0,5.167,3.1779,1.9890999999999999,1.09284,0.0
2024-01-07,HH_035,Rural,0,5.1954,3.1845,2.0109,1.09776,0.0
2024-01-07,HH_036,Rural,0,5.4012,3.259,2.1422,1.13608,0.0
2024-01-07,HH_037,Semi-urban,0,8.8097,5.3099,3.4998,1.852445,0.0
2024-01-07,HH_038,Urban,0,8.7441,5.5657,3.1784,1.868185,0.0
2024-01-07,HH_039,Rural,0,5.0755,3.2015000000000002,1.874,1.0814750000000002,0.0
2024-01-07,HH_040,Semi-urban,0,8.6603,5.2477,3.4126,1.823815,0.0
2024-01-07,HH_041,Urban,0,8.5529,5.2206,3.3323,1.804995,0.0
2024-01-07,HH_042,Semi-urban,0,8.9224,5.4624,3.46,1.8845999999999998,0.0
2024-01-07,HH_043,Urban,1,11.9107,7.7574,4.1533,2.5623449999999997,0.595535
2024-01-07,HH_044,Rural,0,5.246,3.1836,2.0624000000000002,1.1052600000000001,0.0
2024-01-07,HH_045,Semi-urban,0,9.1286,5.3716,3.757,1.90645,0.0
2024-01-07,HH_046,Rural,0,5.1663,3.1182,2.0481,1.086765,0.0
2024-01-07,HH_047,Semi-urban,1,7.066,5.0812,1.9848000000000001,1.56802,0.3533
2024-01-07,HH_048,Rural,0,5.3639,3.2918,2.0721,1.133765,0.0
2024-01-07,HH_049,Rural,0,5.1559,3.2209,1.935,1.095475,0.0
2024-01-07,HH_050,Urban,0,13.1658,7.7843,5.3815,2.7533,0.0
2024-01-07,HH_051,Rural,0,5.3796,3.3966000000000003,1.983,1.1466,0.0
2024-01-07,HH_052,Rural,0,5.214,3.3594,1.8546,1.11804,0.0
2024-01-07,HH_053,Rural,0,5.0948,3.1908,1.9040000000000001,1.0833,0.0
2024-01-07,HH_054,Rural,0,5.3784,3.3928,1.9856,1.14604,0.0
2024-01-07,HH_055,Rural,1,4.1495999999999995,3.0219,1.1277,0.92463,0.20748
2024-01-07,HH_056,Rural,1,4.0981,2.9366,1.1615,0.9083749999999999,0.204905
2024-01-07,HH_057,Urban,0,8.8995,5.436,3.4635000000000002,1.878525,0.0
2024-01-07,HH_058,Urban,0,8.5028,5.2001,3.3026999999999997,1.7954299999999999,0.0
2024-01-07,HH_059,Urban,1,8.1543,5.1471,3.0072,1.737855,0.407715
2024-01-07,HH_060,Semi-urban,0,8.3191,5.2617,3.0574,1.774035,0.0
2024-01-07,HH_061,Semi-urban,0,8.9821,5.5231,3.459,1.8996250000000001,0.0
2024-01-08,HH_001,Semi-urban,0,13.5543,8.0837,5.4706,2.8415150000000002,0.0
2024-01-08,HH_002,Rural,0,5.3289,3.2268,2.1021,1.122015,0.0
2024-01-08,HH_003,Rural,1,4.8389,3.1836,1.6553,1.044195,0.241945
2024-01-08,HH_004,Rural,0,5.3233,3.2748,2.0484999999999998,1.125975,0.0
2024-01-08,HH_005,Urban,0,12.9286,7.9049000000000005,5.0237,2.72978,0.0
2024-01-08,HH_006,Urban,0,8.6257,5.1562,3.4695,1.809475,0.0
2024-01-08,HH_007,Urban,1,6.1525,4.6867,1.4658,1.391545,0.30762500000000004
2024-01-08,HH_008,Rural,0,5.2934,3.344,1.9494,1.12841,0.0
2024-01-08,HH_009,Rural,0,4.9798,3.2049,1.7749000000000001,1.06746,0.0
2024-01-08,HH_010,Rural,0,4.975099999999999,3.1469,1.8281999999999998,1.0609549999999999,0.0
2024-01-08,HH_011,Urban,0,8.3582,5.2228,3.1353999999999997,1.77601,0.0
2024-01-08,HH_012,Rural,1,4.2488,3.0609,1.1879,0.9434100000000001,0.21244000000000002
2024-01-08,HH_013,Rural,0,4.9306,3.0053,1.9253,1.04012,0.0
2024-01-08,HH_014,Semi-urban,0,8.705,5.1623,3.5427,1.82198,0.0
2024-01-08,HH_015,Urban,1,5.5803,4.4863,1.094,1.285675,0.279015
2024-01-08,HH_016,Urban,1,9.264,6.978,2.286,2.0873999999999997,0.4632
2024-01-08,HH_017,Semi-urban,0,8.3794,5.2085,3.1709,1.77776,0.0
2024-01-08,HH_018,Rural,1,3.4991,2.7411,0.758,0.798975,0.174955
2024-01-08,HH_019,Semi-urban,0,8.7211,5.6701999999999995,3.0509,1.8751849999999999,0.0
2024-01-08,HH_020,Semi-urban,0,8.9269,5.4552,3.4717,1.8845549999999998,0.0
2024-01-08,HH_021,Rural,1,4.3538,3.1791,1.1746999999999999,0.97098,0.21769
2024-01-08,HH_022,Urban,1,6.9825,5.1494,1.8331,1.562315,0.349125
2024-01-08,HH_023,Semi-urban,1,6.1146,4.7438,1.3708,1.39157,0.30573000000000006
2024-01-08,HH_024,Semi-urban,1,8.179,5.0591,3.1199,1.7327599999999999,0.40895000000000004
2024-01-08,HH_025,Semi-urban,0,8.6717,5.4413,3.2304,1.844885,0.0
2024-01-08,HH_026,Rural,0,5.2054,3.2047,2.0007,1.10128,0.0
2024-01-08,HH_027,Urban,1,6.7359,4.8294,1.9065,1.493325,0.336795
2024-01-08,HH_028,Rural,0,5.1129999999999995,3.2385,1.8745,1.0908,0.0
2024-01-08,HH_029,Rural,1,4.8013,3.2765,1.5248,1.047845,0.24006500000000003
2024-01-08,HH_030,Urban,1,5.823,4.6614,1.1616,1.33959,0.29115
2024-01-08,HH_031,Rural,1,3.5614,2.7817000000000003,0.7797,0.8123800000000001,0.17807
2024-01-08,HH_032,Urban,0,8.7123,5.4227,3.2896,1.8491149999999998,0.0
2024-01-08,HH_033,Urban,0,12.7166,7.9335,4.7831,2.7008400000000004,0.0
2024-01-08,HH_034,Rural,0,4.9111,3.1263,1.7848,1.0492949999999999,0.0
2024-01-08,HH_035,Rural,0,5.392,3.2519,2.1401,1.13399,0.0
2024-01-08,HH_036,Rural,0,5.087,3.1886,1.8983999999999999,1.08191,0.0
2024-01-08,HH_037,Semi-urban,0,8.7318,5.5702,3.1616,1.86679,0.0
2024-01-08,HH_038,Urban,0,8.3764,5.1212,3.2552,1.76858,0.0
2024-01-08,HH_039,Rural,0,5.4708,3.4699,2.0009,1.16761,0.0
2024-01-08,HH_040,Semi-urban,0,8.6578,5.3459,3.3119,1.8332600000000001,0.0
2024-01-08,HH_041,Urban,0,8.412,5.3939,3.0181,1.80119,0.0
2024-01-08,HH_042,Semi-urban,0,9.1662,5.5153,3.6509,1.92646,0.0
2024-01-08,HH_043,Urban,1,11.6401,8.029,3.6111,2.548915,0.582005
2024-01-08,HH_044,Rural,0,6.2093,4.2505,1.9587999999999999,1.356445,0.0
2024-01-08,HH_045,Semi-urban,0,9.0765,5.6441,3.4324,1.925885,0.0
2024-01-08,HH_046,Rural,0,5.0991,3.1167000000000002,1.9824,1.076535,0.0
2024-01-08,HH_047,Semi-urban,1,6.9326,5.0598,1.8728,1.54587,0.34663
2024-01-08,HH_048,Rural,0,5.2905,3.1891,2.1014,1.112485,0.0
2024-01-08,HH_049,Rural,0,5.5511,3.316,2.2351,1.1642649999999999,0.0
2024-01-08,HH_050,Urban,0,12.9356,7.8363,5.0992999999999995,2.7239699999999996,0.0
2024-01-08,HH_051,Rural,0,5.139,3.1233,2.0157,1.08318,0.0
2024-01-08,HH_052,Rural,0,5.244,3.1522,2.0918,1.10182,0.0
2024-01-08,HH_053,Rural,0,5.4055,3.2256,2.1799,1.133385,0.0
2024-01-08,HH_054,Rural,0,5.3107999999999995,3.1863,2.1245,1.11525,0.0
2024-01-08,HH_055,Rural,1,4.1621,3.0447,1.1174,0.928785,0.20810499999999998
2024-01-08,HH_056,Rural,1,4.236,3.1211,1.1149,0.9475100000000001,0.2118
2024-01-08,HH_057,Urban,0,8.671800000000001,5.456300000000001,3.2155,1.8464,0.0
2024-01-08,HH_058,Urban,0,8.568999999999999,5.1379,3.4311,1.79914,0.0
2024-01-08,HH_059,Urban,1,8.1527,5.1594,2.9933,1.738845,0.40763499999999997
2024-01-08,HH_060,Semi-urban,0,8.3828,5.1299,3.2529,1.77041,0.0
2024-01-08,HH_061,Semi-urban,0,8.286,5.102,3.184,1.7531,0.0
2024-01-09,HH_001,Semi-urban,0,14.2399,8.4475,5.7924,2.980735,0.0
2024-01-09,HH_002,Rural,0,5.4846,3.3466,2.138,1.15735,0.0
2024-01-09,HH_003,Rural,1,4.6067,3.0211,1.5856000000000001,0.993115,0.230335
2024-01-09,HH_004,Rural,0,5.1642,3.0998,2.0644,1.08461,0.0
2024-01-09,HH_005,Urban,0,12.398,7.620100000000001,4.7779,2.62171,0.0
2024-01-09,HH_006,Urban,0,8.5941,5.2200999999999995,3.374,1.8111249999999999,0.0
2024-01-09,HH_007,Urban,1,5.9921,4.5139,1.4782,1.3502049999999999,0.299605
2024-01-09,HH_008,Rural,0,4.7581,3.0818,1.6763000000000001,1.021895,0.0
2024-01-09,HH_009,Rural,0,5.1764,3.1088999999999998,2.0675,1.0873499999999998,0.0
2024-01-09,HH_010,Rural,0,5.0575,3.1364,1.9211,1.072265,0.0
2024-01-09,HH_011,Urban,0,8.5939,5.1474,3.4465,1.803825,0.0
2024-01-09,HH_012,Rural,1,4.2783,3.0169,1.2614,0.943435,0.213915
2024-01-09,HH_013,Rural,0,5.229,3.0935,2.1355,1.0937000000000001,0.0
2024-01-09,HH_014,Semi-urban,0,8.4552,5.3358,3.1194,1.80186,0.0
2024-01-09,HH_015,Urban,1,5.8677,4.6684,1.1993,1.346995,0.293385
2024-01-09,HH_016,Urban,1,9.6511,7.484,2.1671,2.196065,0.482555
2024-01-09,HH_017,Semi-urban,0,8.7796,5.369,3.4106,1.85384,0.0
2024-01-09,HH_018,Rural,1,3.5353,2.754,0.7813,0.805695,0.176765
2024-01-09,HH_019,Semi-urban,0,8.6296,5.4735000000000005,3.1561,1.84179,0.0
2024-01-09,HH_020,Semi-urban,0,8.5811,5.3379,3.2432,1.820955,0.0
2024-01-09,HH_021,Rural,1,4.1903,3.007,1.1833,0.929245,0.209515
2024-01-09,HH_022,Urban,1,6.6267,4.7862,1.8405,1.472625,0.331335
2024-01-09,HH_023,Semi-urban,1,5.867,4.6924,1.1746,1.34929,0.29335
2024-01-09,HH_024,Semi-urban,1,8.1744,5.136,3.0383999999999998,1.73976,0.40872
2024-01-09,HH_025,Semi-urban,0,8.6423,5.4638,3.1785,1.842725,0.0
2024-01-09,HH_026,Rural,0,5.2712,3.2809,1.9903,1.11877,0.0
2024-01-09,HH_027,Urban,1,6.9431,5.0053,1.9378000000000002,1.541995,0.34715500000000005
2024-01-09,HH_028,Rural,0,5.2864,3.189,2.0974,1.11186,0.0
2024-01-09,HH_029,Rural,1,4.8450999999999995,3.1531000000000002,1.692,1.042075,0.242255
2024-01-09,HH_030,Urban,1,5.8833,4.6652000000000005,1.2181,1.349015,0.294165
2024-01-09,HH_031,Rural,1,3.5042,2.6549,0.8493,0.79112,0.17521
2024-01-09,HH_032,Urban,0,8.5915,5.3466000000000005,3.2449,1.823385,0.0
2024-01-09,HH_033,Urban,0,13.8269,8.2697,5.5572,2.901005,0.0
2024-01-09,HH_034,Rural,0,5.2053,3.1526,2.0526999999999997,1.096055,0.0
2024-01-09,HH_035,Rural,0,5.2857,3.1202,2.1654999999999998,1.104875,0.0
2024-01-09,HH_036,Rural,0,5.22,3.2535,1.9665,1.10835,0.0
2024-01-09,HH_037,Semi-urban,0,8.902,5.4105,3.4915000000000003,1.87635,0.0
2024-01-09,HH_038,Urban,0,8.892900000000001,5.493,3.3999,1.883235,0.0
2024-01-09,HH_039,Rural,0,5.2863,3.1921,2.0942,1.112155,0.0
2024-01-09,HH_040,Semi-urban,0,7.8858,5.058,2.8278,1.68867,0.0
2024-01-09,HH_041,Urban,0,8.441699999999999,5.2382,3.2035,1.7900749999999999,0.0
2024-01-09,HH_042,Semi-urban,0,8.870099999999999,5.2753,3.5948,1.858045,0.0
2024-01-09,HH_043,Urban,1,12.49,7.8503,4.6396999999999995,2.65853,0.6245
2024-01-09,HH_044,Rural,0,5.2124,3.1991,2.0133,1.1017700000000001,0.0
2024-01-09,HH_045,Semi-urban,0,8.7094,5.4805,3.2289,1.85446,0.0
2024-01-09,HH_046,Rural,0,5.1381,3.0089,2.1292,1.071605,0.0
2024-01-09,HH_047,Semi-urban,1,6.5743,4.8838,1.6905,1.4745249999999999,0.32871500000000003
2024-01-09,HH_048,Rural,0,4.9977,3.0581,1.9396,1.0554649999999999,0.0
2024-01-09,HH_049,Rural,0,5.0046,3.1733,1.8313,1.06802,0.0
2024-01-09,HH_050,Urban,0,12.9661,8.146,4.8201,2.7595150000000004,0.0
2024-01-09,HH_051,Rural,0,5.2473,3.2078,2.0395,1.107875,0.0
2024-01-09,HH_052,Rural,0,5.1425,3.1625,1.98,1.087625,0.0
2024-01-09,HH_053,Rural,0,5.3064,3.214,2.0924,1.11736,0.0
2024-01-09,HH_054,Rural,0,5.4751,3.5004999999999997,1.9746,1.1713149999999999,0.0
2024-01-09,HH_055,Rural,1,4.2157,2.9555,1.2602,0.927905,0.210785
2024-01-09,HH_056,Rural,1,4.2881,3.0093,1.2788,0.944145,0.214405
2024-01-09,HH_057,Urban,0,8.6622,5.1726,3.4896,1.81659,0.0
2024-01-09,HH_058,Urban,0,8.6782,5.4352,3.243,1.84525,0.0
2024-01-09,HH_059,Urban,1,8.5613,5.506,3.0553,1.834795,0.428065
2024-01-09,HH_060,Semi-urban,0,9.100200000000001,5.3095,3.7906999999999997,1.8959799999999998,0.0
2024-01-09,HH_061,Semi-urban,0,9.0957,5.3977,3.698,1.904125,0.0
2024-01-10,HH_001,Semi-urban,0,12.6034,7.8313,4.7721,2.67364,0.0
2024-01-10,HH_002,Rural,0,5.0087,3.0413,1.9674,1.0554350000000001,0.0
2024-01-10,HH_003,Rural,1,4.707,3.0296000000000003,1.6774,1.00901,0.23535
2024-01-10,HH_004,Rural,0,5.2926,3.1405,2.1521,1.10794,0.0
2024-01-10,HH_005,Urban,0,13.4323,7.9796,5.4527,2.812805,0.0
2024-01-10,HH_006,Urban,0,8.4068,5.2257,3.1811,1.7835899999999998,0.0
2024-01-10,HH_007,Urban,1,5.9594000000000005,4.7759,1.1835,1.3715,0.29797
2024-01-10,HH_008,Rural,0,5.2583,3.2132,2.0451,1.110065,0.0
2024-01-10,HH_009,Rural,0,5.2143,3.3061,1.9082,1.112755,0.0
2024-01-10,HH_010,Rural,0,5.0857,3.3457,1.74,1.0974249999999999,0.0
2024-01-10,HH_011,Urban,0,8.698500000000001,5.3574,3.3411,1.840515,0.0
2024-01-10,HH_012,Rural,1,4.5146,3.231,1.2836,1.00029,0.22573
2024-01-10,HH_013,Rural,0,5.1821,3.3277,1.8544,1.110085,0.0
2024-01-10,HH_014,Semi-urban,0,8.6221,5.1038,3.5183,1.8036949999999998,0.0
2024-01-10,HH_015,Urban,1,5.8841,4.4354000000000005,1.4487,1.3261550000000002,0.294205
2024-01-10,HH_016,Urban,1,10.0898,7.401400000000001,2.6884,2.25361,0.50449
2024-01-10,HH_017,Semi-urban,0,8.7397,5.2827,3.457,1.8392249999999999,0.0
2024-01-10,HH_018,Rural,1,3.6419,2.9258,0.7161,0.8388650000000001,0.182095
2024-01-10,HH_019,Semi-urban,0,8.623099999999999,5.3353,3.2878000000000003,1.8269950000000001,0.0
2024-01-10,HH_020,Semi-urban,0,8.4496,5.1927,3.2569,1.78671,0.0
2024-01-10,HH_021,Rural,1,3.9983,2.8213999999999997,1.1769,0.8818849999999999,0.199915
2024-01-10,HH_022,Urban,1,6.6438,5.0267,1.6171,1.49924,0.33219
2024-01-10,HH_023,Semi-urban,1,5.7928,4.4524,1.3404,1.31416,0.28964
2024-01-10,HH_024,Semi-urban,1,8.4647,5.6028,2.8619,1.829985,0.42323500000000003
2024-01-10,HH_025,Semi-urban,0,8.7986,5.3401,3.4585,1.8538,0.0
2024-01-10,HH_026,Rural,0,5.1594,2.9569,2.2025,1.0696,0.0
2024-01-10,HH_027,Urban,1,6.4860999999999995,4.8370999999999995,1.649,1.4566249999999998,0.324305
2024-01-10,HH_028,Rural,0,5.2137,3.1909,2.0228,1.101145,0.0
2024-01-10,HH_029,Rural,1,4.7673,3.0417,1.7256,1.019265,0.238365
2024-01-10,HH_030,Urban,1,5.7409,4.6122,1.1287,1.322355,0.287045
2024-01-10,HH_031,Rural,1,3.4287,2.6857,0.743,0.782875,0.171435
2024-01-10,HH_032,Urban,0,8.6587,5.5521,3.1066,1.854015,0.0
2024-01-10,HH_033,Urban,0,12.2985,8.0694,4.2291,2.651715,0.0
2024-01-10,HH_034,Rural,0,5.2667,3.2647,2.0020000000000002,1.1164749999999999,0.0
2024-01-10,HH_035,Rural,0,4.8538,3.063,1.7908,1.03437,0.0
2024-01-10,HH_036,Rural,0,5.2818,3.2586,2.0232,1.11813,0.0
2024-01-10,HH_037,Semi-urban,0,8.765,5.2301,3.5349,1.83776,0.0
2024-01-10,HH_038,Urban,0,8.4794,5.2448,3.2346,1.79639,0.0
2024-01-10,HH_039,Rural,0,5.1392,3.3,1.8392,1.1008799999999999,0.0
2024-01-10,HH_040,Semi-urban,0,8.7263,5.2424,3.4839,1.8331849999999998,0.0
2024-01-10,HH_041,Urban,0,8.8636,5.5212,3.3424,1.88166,0.0
2024-01-10,HH_042,Semi-urban,0,8.3673,5.2983,3.069,1.784925,0.0
2024-01-10,HH_043,Urban,1,12.2432,8.0242,4.219,2.6389,0.61216
2024-01-10,HH_044,Rural,0,5.3064,3.3183000000000002,1.9881,1.12779,0.0
2024-01-10,HH_045,Semi-urban,0,8.5629,5.4604,3.1025,1.8304749999999999,0.0
2024-01-10,HH_046,Rural,0,5.3477,3.1266000000000003,2.2211,1.1148150000000001,0.0
2024-01-10,HH_047,Semi-urban,1,6.6382,4.8677,1.7705000000000002,1.4825,0.33191000000000004
2024-01-10,HH_048,Rural,0,5.0279,3.1445,1.8834,1.068635,0.0
2024-01-10,HH_049,Rural,0,5.2141,3.2065,2.0076,1.102765,0.0
2024-01-10,HH_050,Urban,0,12.9296,7.9321,4.9975,2.73265,0.0
2024-01-10,HH_051,Rural,0,5.3352,3.2974,2.0378,1.13002,0.0
2024-01-10,HH_052,Rural,0,5.0432,3.1871,1.8561,1.07519,0.0
2024-01-10,HH_053,Rural,0,5.0035,3.1211,1.8824,1.062635,0.0
2024-01-10,HH_054,Rural,0,5.7486,3.296,2.4526,1.19189,0.0
2024-01-10,HH_055,Rural,1,4.0497,3.0933,0.9564,0.9167850000000001,0.202485
2024-01-10,HH_056,Rural,1,4.2577,2.8742,1.3835,0.926075,0.212885
2024-01-10,HH_057,Urban,0,8.768,5.3732999999999995,3.3947000000000003,1.8525299999999998,0.0
2024-01-10,HH_058,Urban,0,8.7759,5.3722,3.4037,1.853605,0.0
